,gender,income,total_completed,total_viewed,total_received,total_spent,avg_spent,completed_bogo,completed_discount,age_range,num_transactions_range,bogos_received_range,discounts_received_range,percent_viewed_range,percent_completed_range,discount_percent_completed_range,bogo_percent_completed_range
260,M,42000,1,2,5,64,4,0,3,40-49,15-19,0-4,5-9,40-49,20-29,50-59,50-59
261,M,38000,4,4,5,104,8,1,1,70-79,10-14,5-9,5-9,80-89,80-89,20-29,10-19
262,F,56000,3,4,4,146,14,2,1,40-49,10-14,5-9,0-4,90-100,70-79,30-39,30-39
263,M,110000,2,6,6,222,24,1,1,80+,5-9,0-4,0-4,90-100,30-39,30-39,30-39
264,F,92000,2,1,4,135,27,0,3,70-79,5-9,0-4,5-9,20-29,50-59,50-59,30-39
265,F,71000,2,3,3,66,16,1,2,40-49,0-4,0-4,5-9,90-100,60-69,40-49,30-39
266,M,62000,1,3,3,125,15,1,1,40-49,5-9,0-4,0-4,90-100,30-39,50-59,30-39
267,F,93000,5,5,5,222,22,1,1,50-59,10-14,5-9,5-9,90-100,90-100,10-19,10-19
268,M,90000,2,3,3,87,14,2,1,70-79,5-9,5-9,0-4,90-100,60-69,30-39,40-49
269,M,55000,0,2,3,30,2,1,1,50-59,10-14,0-4,0-4,60-69,0-9,90-100,50-59
270,F,105000,2,1,3,96,24,2,0,40-49,0-4,5-9,0-4,30-39,60-69,0-9,30-39
271,F,119000,2,3,5,181,22,1,1,50-59,5-9,0-4,5-9,60-69,40-49,10-19,90-100
272,M,48000,1,3,6,31,3,1,2,50-59,5-9,0-4,5-9,50-59,10-19,30-39,50-59
273,M,68000,1,4,6,171,12,3,1,20-29,10-14,5-9,0-4,60-69,10-19,50-59,30-39
274,M,47000,1,5,6,56,3,2,2,60-69,15-19,5-9,0-4,80-89,10-19,50-59,30-39
275,M,92000,5,5,6,298,24,1,2,70-79,10-14,5-9,5-9,80-89,80-89,40-49,10-19
276,F,71000,3,3,6,87,17,3,2,60-69,5-9,5-9,0-4,50-59,50-59,60-69,30-39
277,F,34000,1,2,6,82,11,2,3,70-79,5-9,0-4,5-9,30-39,10-19,50-59,60-69
278,F,53000,3,3,5,140,12,1,2,50-59,10-14,0-4,5-9,60-69,60-69,40-49,30-39
279,F,83000,2,4,4,50,25,1,1,80+,0-4,0-4,5-9,90-100,50-59,20-29,30-39
280,M,41000,2,2,2,21,4,1,1,50-59,5-9,0-4,0-4,90-100,90-100,30-39,30-39
281,F,70000,1,2,6,9,9,2,1,50-59,0-4,5-9,0-4,30-39,10-19,50-59,30-39
282,M,73000,0,3,5,23,3,1,1,50-59,5-9,0-4,0-4,60-69,0-9,90-100,20-29
283,M,39000,0,4,5,5,2,1,2,40-49,0-4,0-4,5-9,80-89,0-9,30-39,50-59
284,F,79000,1,3,5,55,18,1,1,70-79,0-4,0-4,0-4,60-69,20-29,30-39,50-59
285,F,76000,4,3,6,163,20,1,3,50-59,5-9,5-9,5-9,50-59,60-69,50-59,10-19
286,M,70000,0,4,5,22,4,1,2,50-59,5-9,0-4,5-9,80-89,0-9,40-49,50-59
287,M,78000,3,2,4,169,24,1,2,70-79,5-9,0-4,5-9,50-59,70-79,30-39,30-39
288,M,95000,4,3,5,133,22,2,2,50-59,5-9,5-9,5-9,60-69,80-89,30-39,40-49
289,M,32000,3,3,4,38,9,4,0,60-69,0-4,10-14,0-4,70-79,70-79,0-9,40-49
290,F,95000,2,3,4,218,24,1,2,60-69,5-9,0-4,0-4,70-79,50-59,50-59,30-39
291,M,75000,2,5,5,148,24,1,1,40-49,5-9,0-4,0-4,90-100,40-49,30-39,30-39
292,M,57000,3,4,5,304,14,0,2,50-59,20-24,0-4,5-9,80-89,60-69,20-29,30-39
293,M,56000,0,3,3,32,3,1,2,60-69,10-14,0-4,0-4,90-100,0-9,50-59,50-59
294,F,83000,4,5,5,261,23,2,0,50-59,10-14,10-14,0-4,90-100,80-89,0-9,10-19
295,F,54000,3,5,5,213,12,1,2,30-39,15-19,5-9,5-9,90-100,60-69,30-39,20-29
296,F,67000,6,4,6,378,18,4,1,50-59,20-24,10-14,0-4,60-69,90-100,30-39,30-39
297,M,71000,3,4,5,106,17,2,1,50-59,5-9,5-9,0-4,80-89,60-69,30-39,30-39
298,M,51000,1,1,2,64,4,0,1,60-69,15-19,0-4,0-4,50-59,50-59,30-39,30-39
299,F,114000,2,2,2,198,28,2,0,80+,5-9,5-9,0-4,90-100,90-100,0-9,30-39
300,F,72000,3,4,5,103,17,2,2,30-39,5-9,5-9,5-9,80-89,60-69,40-49,40-49
301,F,72000,1,3,3,47,15,1,1,80+,0-4,0-4,0-4,90-100,30-39,30-39,50-59
302,M,72000,1,3,5,16,4,1,2,50-59,0-4,0-4,0-4,60-69,20-29,50-59,50-59
303,M,81000,0,2,2,33,16,0,1,80+,0-4,0-4,0-4,90-100,0-9,50-59,50-59
304,M,39000,1,4,6,25,3,2,1,60-69,5-9,0-4,5-9,60-69,10-19,20-29,60-69
305,M,58000,5,5,5,193,16,2,3,60-69,10-14,5-9,5-9,90-100,90-100,30-39,30-39
306,M,56000,3,5,5,93,15,4,1,60-69,5-9,10-14,0-4,90-100,60-69,30-39,40-49
307,F,50000,4,5,5,104,14,1,2,60-69,5-9,5-9,5-9,90-100,80-89,30-39,10-19
308,M,73000,3,2,4,75,12,1,1,50-59,5-9,5-9,0-4,50-59,70-79,30-39,10-19
309,F,59000,6,4,6,610,40,1,1,20-29,15-19,10-14,0-4,60-69,90-100,20-29,0-9
310,M,39000,3,3,5,33,3,2,2,40-49,10-14,5-9,5-9,60-69,60-69,30-39,40-49
311,M,61000,1,5,6,75,4,3,1,80+,15-19,5-9,0-4,80-89,10-19,30-39,60-69
312,F,41000,2,4,5,58,2,2,1,60-69,20-24,5-9,0-4,80-89,40-49,50-59,20-29
313,F,59000,4,4,5,206,14,2,2,50-59,10-14,5-9,5-9,80-89,80-89,30-39,40-49
314,O,42000,4,3,4,119,9,1,3,40-49,10-14,0-4,5-9,70-79,90-100,30-39,30-39
315,F,99000,2,4,4,156,26,1,1,60-69,5-9,0-4,0-4,90-100,50-59,30-39,30-39
316,M,57000,1,3,4,40,13,1,1,40-49,0-4,0-4,0-4,70-79,20-29,50-59,20-29
317,M,36000,2,3,4,24,4,1,2,50-59,5-9,0-4,5-9,70-79,50-59,20-29,50-59
318,F,44000,2,2,4,94,9,1,2,40-49,10-14,0-4,5-9,50-59,50-59,40-49,50-59
319,M,64000,1,2,4,14,2,2,2,30-39,5-9,0-4,0-4,50-59,20-29,50-59,60-69
320,M,31000,1,4,5,33,4,2,2,30-39,5-9,0-4,0-4,80-89,20-29,50-59,50-59
321,F,100000,3,3,3,102,25,2,1,40-49,0-4,5-9,0-4,90-100,90-100,30-39,30-39
322,F,73000,5,5,5,246,20,2,2,80+,10-14,5-9,5-9,90-100,90-100,30-39,20-29
323,M,87000,3,3,4,96,32,1,2,50-59,0-4,0-4,5-9,70-79,70-79,40-49,30-39
324,F,97000,5,2,5,195,24,2,2,50-59,5-9,5-9,5-9,40-49,90-100,20-29,40-49
325,F,48000,2,3,3,431,53,1,1,80+,5-9,0-4,0-4,90-100,60-69,30-39,30-39
326,M,66000,1,4,5,27,2,1,2,20-29,10-14,0-4,0-4,80-89,20-29,50-59,50-59
327,M,119000,3,3,5,126,31,1,2,60-69,0-4,5-9,0-4,60-69,60-69,60-69,10-19
328,F,66000,1,2,3,164,14,1,0,60-69,10-14,0-4,0-4,60-69,30-39,0-9,50-59
329,F,109000,4,3,5,400,26,1,1,50-59,15-19,5-9,0-4,60-69,80-89,20-29,10-19
330,M,59000,1,3,6,9,2,2,4,40-49,0-4,0-4,5-9,50-59,10-19,50-59,60-69
331,F,58000,2,2,6,61,5,2,1,50-59,10-14,5-9,0-4,30-39,30-39,90-100,40-49
332,M,59000,5,5,5,195,13,2,1,50-59,10-14,10-14,0-4,90-100,90-100,30-39,10-19
333,M,104000,1,1,5,79,26,2,0,40-49,0-4,0-4,0-4,20-29,20-29,0-9,50-59
334,F,70000,0,4,6,22,3,3,2,60-69,5-9,5-9,5-9,60-69,0-9,40-49,60-69
335,M,94000,3,4,5,219,27,2,1,40-49,5-9,5-9,0-4,80-89,60-69,30-39,40-49
336,F,57000,1,3,5,33,2,0,2,50-59,10-14,0-4,0-4,60-69,20-29,50-59,40-49
337,F,37000,2,3,3,309,28,2,0,50-59,10-14,5-9,0-4,90-100,60-69,0-9,30-39
338,F,59000,2,2,3,65,16,1,1,50-59,0-4,0-4,0-4,60-69,60-69,30-39,30-39
339,M,87000,1,4,5,83,20,3,2,80+,0-4,5-9,0-4,80-89,20-29,60-69,40-49
340,M,52000,3,6,6,172,15,1,2,40-49,10-14,0-4,5-9,90-100,50-59,20-29,30-39
341,M,70000,0,3,4,14,7,3,1,50-59,0-4,5-9,0-4,70-79,0-9,50-59,60-69
342,M,73000,4,3,5,127,4,2,3,20-29,25-29,0-4,5-9,60-69,80-89,30-39,50-59
343,F,95000,4,3,5,215,26,3,1,50-59,5-9,5-9,0-4,60-69,80-89,30-39,30-39
344,M,67000,0,4,5,35,3,0,1,70-79,10-14,0-4,0-4,80-89,0-9,30-39,30-39
345,F,112000,2,2,4,104,26,0,2,60-69,0-4,0-4,5-9,50-59,50-59,40-49,30-39
346,M,49000,0,1,3,10,2,1,1,20-29,5-9,0-4,0-4,30-39,0-9,90-100,50-59
347,F,58000,2,5,5,87,9,2,1,30-39,5-9,5-9,0-4,90-100,40-49,30-39,40-49
348,F,99000,1,2,2,179,25,1,0,40-49,5-9,0-4,0-4,90-100,50-59,0-9,30-39
349,M,65000,0,4,4,142,14,1,0,70-79,10-14,0-4,0-4,90-100,0-9,0-9,50-59
350,M,89000,2,5,5,88,22,1,2,60-69,0-4,0-4,5-9,90-100,40-49,30-39,50-59
351,F,81000,3,3,5,116,19,1,1,70-79,5-9,5-9,0-4,60-69,60-69,30-39,20-29
352,M,100000,2,3,3,156,26,2,0,50-59,5-9,5-9,0-4,90-100,60-69,0-9,30-39
353,M,68000,2,3,3,99,19,3,0,40-49,5-9,5-9,0-4,90-100,60-69,0-9,30-39
354,M,60000,1,3,4,35,3,2,2,50-59,5-9,5-9,0-4,70-79,20-29,60-69,40-49
355,M,53000,0,3,3,9,1,2,1,20-29,5-9,0-4,0-4,90-100,0-9,50-59,50-59
356,F,85000,5,5,6,274,19,3,2,70-79,10-14,10-14,5-9,80-89,80-89,30-39,30-39
357,M,32000,0,5,6,14,2,1,2,11-19,5-9,0-4,5-9,80-89,0-9,30-39,50-59
358,F,49000,1,3,6,8,2,1,2,20-29,0-4,0-4,5-9,50-59,10-19,20-29,90-100
359,M,76000,5,5,5,188,23,2,2,50-59,5-9,5-9,5-9,90-100,90-100,20-29,30-39
360,M,37000,0,2,4,21,3,2,1,40-49,5-9,0-4,0-4,50-59,0-9,90-100,50-59
361,M,40000,2,3,4,41,2,2,2,20-29,15-19,0-4,5-9,70-79,50-59,40-49,50-59
362,F,78000,1,2,4,142,17,0,1,60-69,5-9,0-4,0-4,50-59,20-29,50-59,50-59
363,M,59000,0,1,2,18,3,1,0,30-39,5-9,0-4,0-4,50-59,0-9,0-9,50-59
364,F,37000,2,3,3,133,12,0,2,40-49,10-14,0-4,5-9,90-100,60-69,30-39,50-59
365,M,51000,1,1,3,39,3,0,2,40-49,10-14,0-4,5-9,30-39,30-39,40-49,50-59
366,F,92000,1,2,3,77,25,3,0,50-59,0-4,5-9,0-4,60-69,30-39,0-9,50-59
367,M,44000,0,3,4,4,1,1,1,40-49,0-4,0-4,0-4,70-79,0-9,50-59,20-29
368,F,70000,2,2,5,56,18,3,0,60-69,0-4,5-9,0-4,40-49,40-49,0-9,30-39
369,M,61000,0,3,3,62,15,0,1,60-69,0-4,0-4,0-4,90-100,0-9,50-59,30-39
370,M,71000,2,4,4,31,4,1,2,60-69,5-9,0-4,5-9,90-100,50-59,30-39,50-59
371,M,70000,3,4,4,105,15,1,2,60-69,5-9,0-4,5-9,90-100,70-79,30-39,30-39
372,M,88000,3,5,6,278,21,0,2,80+,10-14,0-4,5-9,80-89,50-59,20-29,30-39
373,M,58000,1,3,5,18,9,2,1,40-49,0-4,5-9,0-4,60-69,20-29,90-100,40-49
374,F,94000,2,2,6,48,24,2,1,60-69,0-4,5-9,0-4,30-39,30-39,90-100,30-39
375,M,44000,0,4,4,12,1,1,2,70-79,5-9,0-4,5-9,90-100,0-9,30-39,50-59
376,F,66000,2,6,6,58,14,4,2,60-69,0-4,5-9,5-9,90-100,30-39,40-49,40-49
377,F,54000,4,2,4,190,13,0,3,30-39,10-14,0-4,10-14,50-59,90-100,30-39,40-49
378,M,78000,1,4,4,20,20,2,0,60-69,0-4,5-9,0-4,90-100,20-29,0-9,40-49
379,M,42000,0,4,5,16,2,1,1,70-79,5-9,0-4,0-4,80-89,0-9,20-29,20-29
380,F,57000,1,2,5,30,3,1,1,40-49,5-9,5-9,0-4,40-49,20-29,90-100,20-29
381,M,104000,6,5,6,215,26,2,2,50-59,5-9,5-9,5-9,80-89,90-100,20-29,20-29
382,F,87000,3,3,5,191,23,2,2,60-69,5-9,0-4,5-9,60-69,60-69,40-49,50-59
383,M,38000,4,3,5,117,9,1,3,60-69,10-14,0-4,10-14,60-69,80-89,20-29,90-100
384,F,60000,2,2,2,167,15,1,1,40-49,10-14,0-4,0-4,90-100,90-100,30-39,30-39
385,M,62000,2,5,5,91,18,2,1,60-69,5-9,5-9,5-9,90-100,40-49,20-29,40-49
386,M,71000,0,3,4,12,6,2,2,30-39,0-4,0-4,0-4,70-79,0-9,50-59,60-69
387,F,55000,2,3,4,77,4,2,1,30-39,15-19,5-9,0-4,70-79,50-59,30-39,40-49
388,F,99000,3,3,4,174,29,1,1,80+,5-9,5-9,0-4,70-79,70-79,50-59,10-19
389,F,94000,4,4,5,255,25,1,3,60-69,10-14,0-4,5-9,80-89,80-89,30-39,30-39
390,F,41000,0,1,2,27,3,0,1,40-49,5-9,0-4,0-4,50-59,0-9,50-59,30-39
391,M,39000,1,2,4,24,2,2,2,50-59,10-14,0-4,0-4,50-59,20-29,50-59,60-69
392,M,55000,2,4,5,74,14,3,1,40-49,5-9,10-14,0-4,80-89,40-49,90-100,30-39
393,F,69000,1,1,4,22,2,2,1,50-59,5-9,0-4,0-4,20-29,20-29,90-100,50-59
394,M,98000,3,2,6,26,26,2,2,50-59,0-4,5-9,5-9,30-39,50-59,40-49,40-49
395,M,55000,3,6,6,162,10,1,1,50-59,15-19,5-9,5-9,90-100,50-59,10-19,10-19
396,M,61000,3,4,6,65,4,1,4,30-39,15-19,0-4,10-14,60-69,50-59,30-39,50-59
397,F,55000,3,4,4,81,16,2,0,60-69,5-9,5-9,0-4,90-100,70-79,0-9,20-29
398,F,74000,3,3,5,89,17,2,1,60-69,5-9,5-9,0-4,60-69,60-69,30-39,20-29
399,M,38000,0,3,4,5,1,1,1,20-29,0-4,0-4,0-4,70-79,0-9,20-29,50-59
400,M,57000,4,6,6,139,13,3,1,40-49,10-14,5-9,0-4,90-100,60-69,30-39,30-39
401,M,110000,3,5,6,106,35,3,1,50-59,0-4,5-9,0-4,80-89,50-59,30-39,30-39
402,F,67000,1,4,4,32,3,1,1,40-49,5-9,0-4,5-9,90-100,20-29,10-19,50-59
403,M,84000,2,3,3,164,23,2,1,40-49,5-9,5-9,0-4,90-100,60-69,30-39,40-49
404,M,93000,3,3,4,209,23,2,1,40-49,5-9,5-9,0-4,70-79,70-79,30-39,20-29
405,M,87000,2,3,5,57,19,2,2,50-59,0-4,0-4,0-4,60-69,40-49,50-59,50-59
406,M,45000,0,2,2,18,3,1,1,40-49,5-9,0-4,0-4,90-100,0-9,50-59,50-59
407,F,67000,4,2,4,270,18,1,1,50-59,15-19,5-9,0-4,50-59,90-100,20-29,10-19
408,M,93000,4,4,4,261,21,3,1,50-59,10-14,5-9,0-4,90-100,90-100,30-39,30-39
409,F,47000,1,2,3,98,10,1,0,40-49,5-9,5-9,0-4,60-69,30-39,0-9,20-29
410,M,49000,2,3,6,13,2,2,2,60-69,5-9,0-4,5-9,50-59,30-39,20-29,50-59
411,M,35000,1,2,4,31,1,3,1,40-49,15-19,5-9,0-4,50-59,20-29,90-100,50-59
412,M,56000,0,5,5,48,3,2,0,50-59,15-19,5-9,0-4,90-100,0-9,0-9,30-39
413,F,78000,6,4,6,93,23,1,3,50-59,0-4,5-9,10-14,60-69,90-100,20-29,20-29
414,M,39000,2,5,6,49,2,2,1,70-79,20-24,5-9,0-4,80-89,30-39,30-39,20-29
415,M,40000,1,3,4,71,3,1,1,40-49,20-24,0-4,0-4,70-79,20-29,50-59,50-59
416,M,61000,0,2,4,11,2,1,0,60-69,0-4,0-4,0-4,50-59,0-9,0-9,50-59
417,M,48000,0,1,5,27,2,2,2,11-19,10-14,0-4,0-4,20-29,0-9,90-100,60-69
418,F,85000,3,4,4,162,23,1,2,30-39,5-9,5-9,5-9,90-100,70-79,30-39,20-29
419,M,99000,2,4,4,71,23,1,2,70-79,0-4,0-4,5-9,90-100,50-59,30-39,50-59
420,F,98000,2,4,5,148,29,0,2,50-59,5-9,0-4,5-9,80-89,40-49,40-49,50-59
421,F,67000,4,5,5,366,18,3,1,60-69,20-24,5-9,0-4,90-100,80-89,30-39,30-39
422,M,54000,0,1,3,21,2,2,0,20-29,5-9,0-4,0-4,30-39,0-9,0-9,60-69
423,M,55000,1,5,5,29,9,2,1,40-49,0-4,5-9,5-9,90-100,20-29,10-19,40-49
424,M,78000,0,4,5,25,25,2,0,50-59,0-4,5-9,0-4,80-89,0-9,0-9,30-39
425,M,86000,2,4,5,127,25,1,2,70-79,5-9,0-4,5-9,80-89,40-49,20-29,30-39
426,F,91000,2,4,5,136,22,2,1,70-79,5-9,5-9,0-4,80-89,40-49,30-39,30-39
427,M,41000,1,4,6,30,2,1,2,40-49,10-14,0-4,0-4,60-69,10-19,50-59,50-59
428,F,78000,5,5,6,170,24,2,2,60-69,5-9,5-9,5-9,80-89,80-89,40-49,20-29
429,F,47000,3,5,6,137,12,2,2,50-59,10-14,5-9,0-4,80-89,50-59,50-59,30-39
430,O,89000,2,2,2,166,20,2,0,60-69,5-9,5-9,0-4,90-100,90-100,0-9,30-39
431,M,76000,1,5,5,31,15,1,2,70-79,0-4,0-4,0-4,90-100,20-29,50-59,30-39
432,M,77000,2,5,6,62,20,2,3,40-49,0-4,5-9,5-9,80-89,30-39,40-49,30-39
433,M,82000,1,2,2,88,17,1,0,80+,5-9,0-4,0-4,90-100,50-59,0-9,30-39
434,M,56000,1,5,6,27,2,2,1,20-29,10-14,0-4,0-4,80-89,10-19,30-39,50-59
435,F,35000,0,4,6,41,2,4,0,20-29,15-19,5-9,0-4,60-69,0-9,0-9,50-59
436,F,71000,2,4,4,96,19,0,2,50-59,5-9,0-4,5-9,90-100,50-59,30-39,50-59
437,M,40000,1,1,6,18,3,1,2,30-39,5-9,0-4,0-4,10-19,10-19,50-59,50-59
438,M,33000,0,3,6,11,3,2,2,50-59,0-4,0-4,0-4,50-59,0-9,60-69,50-59
439,M,55000,2,3,6,49,2,2,3,80+,15-19,0-4,5-9,50-59,30-39,60-69,50-59
440,F,84000,6,4,6,137,22,2,3,80+,5-9,5-9,5-9,60-69,90-100,30-39,20-29
441,F,100000,2,3,5,98,24,1,0,50-59,0-4,5-9,0-4,60-69,40-49,0-9,20-29
442,M,112000,4,3,5,143,28,2,2,60-69,5-9,5-9,0-4,60-69,80-89,60-69,20-29
443,M,53000,1,2,3,15,2,0,2,20-29,5-9,0-4,0-4,60-69,30-39,50-59,20-29
444,M,31000,3,3,4,46,1,2,1,30-39,20-24,5-9,0-4,70-79,70-79,20-29,30-39
445,M,50000,3,4,4,77,11,1,2,80+,5-9,0-4,5-9,90-100,70-79,30-39,30-39
446,M,61000,4,5,5,198,15,2,1,50-59,10-14,5-9,0-4,90-100,80-89,30-39,20-29
447,F,72000,3,2,3,46,15,1,2,60-69,0-4,0-4,5-9,60-69,90-100,40-49,30-39
448,M,64000,1,2,3,34,5,1,2,30-39,5-9,0-4,0-4,60-69,30-39,60-69,30-39
449,F,53000,2,5,5,77,15,3,1,70-79,5-9,10-14,0-4,90-100,40-49,50-59,30-39
450,M,65000,1,3,4,15,3,1,3,50-59,0-4,0-4,5-9,70-79,20-29,60-69,30-39
451,M,74000,3,4,4,189,21,2,1,60-69,5-9,5-9,5-9,90-100,70-79,10-19,40-49
452,M,71000,2,2,5,15,5,1,2,80+,0-4,0-4,5-9,40-49,40-49,30-39,50-59
453,F,117000,3,2,4,169,28,1,2,60-69,5-9,0-4,5-9,50-59,70-79,40-49,50-59
454,M,64000,0,2,3,26,6,2,0,60-69,0-4,5-9,0-4,60-69,0-9,0-9,40-49
455,F,57000,1,2,3,27,3,1,1,60-69,5-9,0-4,0-4,60-69,30-39,30-39,50-59
456,F,52000,2,4,6,152,11,1,1,20-29,10-14,0-4,0-4,60-69,30-39,30-39,30-39
457,F,77000,3,4,4,207,20,1,1,50-59,10-14,0-4,5-9,90-100,70-79,10-19,30-39
458,F,93000,2,3,3,342,28,1,1,40-49,10-14,0-4,5-9,90-100,60-69,10-19,50-59
459,F,64000,3,4,4,152,15,0,3,80+,10-14,0-4,5-9,90-100,70-79,30-39,50-59
460,F,92000,1,1,2,77,19,0,1,50-59,0-4,0-4,0-4,50-59,50-59,30-39,50-59
461,F,119000,4,5,5,370,24,2,1,60-69,15-19,5-9,5-9,90-100,80-89,10-19,30-39
462,M,76000,4,4,6,211,21,2,3,50-59,10-14,5-9,5-9,60-69,60-69,60-69,20-29
463,M,95000,3,5,6,220,24,1,1,70-79,5-9,0-4,5-9,80-89,50-59,20-29,30-39
464,F,46000,1,3,3,115,8,0,1,30-39,10-14,0-4,0-4,90-100,30-39,30-39,30-39
465,M,65000,1,3,4,5,5,1,1,80+,0-4,0-4,0-4,70-79,20-29,20-29,30-39
466,F,98000,2,4,6,119,29,2,2,60-69,0-4,0-4,5-9,60-69,30-39,20-29,60-69
467,F,62000,1,4,4,12,12,1,1,60-69,0-4,5-9,0-4,90-100,20-29,20-29,20-29
468,M,58000,4,5,5,99,16,1,2,70-79,5-9,0-4,5-9,90-100,80-89,20-29,30-39
469,F,77000,2,2,4,58,29,1,2,80+,0-4,0-4,5-9,50-59,50-59,20-29,90-100
470,M,70000,5,2,5,232,23,2,2,60-69,10-14,5-9,5-9,40-49,90-100,20-29,40-49
471,F,51000,2,1,2,142,14,0,2,20-29,10-14,0-4,5-9,50-59,90-100,40-49,40-49
472,M,74000,1,1,2,37,4,0,1,30-39,5-9,0-4,0-4,50-59,50-59,30-39,40-49
473,M,69000,1,3,3,117,19,2,0,50-59,5-9,5-9,0-4,90-100,30-39,0-9,40-49
474,F,119000,1,4,4,108,36,1,1,60-69,0-4,5-9,0-4,90-100,20-29,50-59,20-29
475,M,114000,4,3,4,267,26,2,2,70-79,10-14,5-9,5-9,70-79,90-100,40-49,30-39
476,M,118000,5,4,5,93,18,4,0,70-79,5-9,10-14,0-4,80-89,90-100,0-9,20-29
477,M,39000,2,3,5,36,2,1,3,60-69,10-14,0-4,5-9,60-69,40-49,30-39,50-59
478,O,88000,1,3,3,109,27,1,1,70-79,0-4,0-4,0-4,90-100,30-39,50-59,30-39
479,M,73000,1,3,3,93,18,1,0,11-19,5-9,0-4,0-4,90-100,30-39,0-9,30-39
480,F,34000,3,1,4,38,7,2,1,60-69,5-9,0-4,0-4,20-29,70-79,20-29,50-59
481,F,112000,3,2,5,193,32,1,2,60-69,5-9,0-4,5-9,40-49,60-69,30-39,30-39
482,M,59000,1,5,5,51,17,1,1,30-39,0-4,0-4,0-4,90-100,20-29,30-39,20-29
483,M,49000,3,2,5,126,11,1,1,20-29,10-14,0-4,5-9,40-49,60-69,10-19,50-59
484,F,96000,1,3,3,96,24,1,0,50-59,0-4,5-9,0-4,90-100,30-39,0-9,20-29
485,M,73000,0,3,4,43,21,1,1,60-69,0-4,0-4,0-4,70-79,0-9,90-100,50-59
486,F,75000,3,3,4,221,20,1,2,50-59,10-14,0-4,5-9,70-79,70-79,30-39,50-59
487,F,87000,5,3,5,114,19,1,4,80+,5-9,0-4,10-14,60-69,90-100,40-49,30-39
488,M,112000,3,3,5,99,24,2,0,50-59,0-4,10-14,0-4,60-69,60-69,0-9,20-29
489,M,50000,5,5,6,79,3,1,2,40-49,20-24,5-9,5-9,80-89,80-89,20-29,10-19
490,M,52000,3,6,6,287,15,1,2,40-49,15-19,0-4,5-9,90-100,50-59,30-39,30-39
491,M,53000,4,4,4,561,40,2,2,60-69,10-14,5-9,5-9,90-100,90-100,30-39,30-39
492,F,43000,3,3,5,192,10,2,1,30-39,15-19,5-9,0-4,60-69,60-69,30-39,40-49
493,F,32000,5,5,5,153,8,3,1,60-69,15-19,5-9,5-9,90-100,90-100,10-19,30-39
494,F,104000,1,1,3,94,31,0,1,60-69,0-4,0-4,0-4,30-39,30-39,30-39,30-39
495,M,35000,1,5,6,13,3,2,3,30-39,0-4,5-9,5-9,80-89,10-19,50-59,30-39
496,M,60000,3,4,4,77,15,1,2,30-39,5-9,0-4,5-9,90-100,70-79,30-39,30-39
497,F,54000,4,2,4,90,12,2,1,80+,5-9,5-9,0-4,50-59,90-100,50-59,20-29
498,F,68000,3,4,4,244,16,0,2,80+,15-19,0-4,5-9,90-100,70-79,20-29,20-29
499,M,74000,3,5,5,201,18,1,2,40-49,10-14,0-4,5-9,90-100,60-69,30-39,30-39
500,M,63000,2,2,3,51,3,1,2,80+,10-14,0-4,5-9,60-69,60-69,40-49,50-59
501,F,94000,1,5,5,46,23,0,2,40-49,0-4,0-4,5-9,90-100,20-29,40-49,50-59
502,M,35000,0,4,5,10,2,2,2,50-59,5-9,0-4,5-9,80-89,0-9,40-49,50-59
503,M,44000,1,2,3,68,11,0,1,20-29,5-9,0-4,0-4,60-69,30-39,50-59,50-59
504,F,50000,5,5,5,332,13,1,3,60-69,20-24,0-4,10-14,90-100,90-100,20-29,30-39
505,F,41000,0,2,3,26,2,1,0,30-39,5-9,0-4,0-4,60-69,0-9,0-9,50-59
506,F,100000,1,2,5,68,22,1,1,50-59,0-4,0-4,0-4,40-49,20-29,90-100,30-39
507,M,58000,4,2,6,157,19,2,0,30-39,5-9,10-14,0-4,30-39,60-69,0-9,20-29
508,F,73000,4,6,6,310,18,2,1,50-59,15-19,5-9,0-4,90-100,60-69,30-39,20-29
509,F,66000,2,5,5,13,13,0,3,30-39,0-4,0-4,10-14,90-100,40-49,30-39,20-29
510,F,45000,0,3,3,33,4,2,0,50-59,5-9,5-9,0-4,90-100,0-9,0-9,30-39
511,M,68000,1,2,4,44,4,2,1,50-59,10-14,0-4,0-4,50-59,20-29,50-59,60-69
512,M,41000,0,3,6,8,2,1,1,80+,0-4,0-4,0-4,50-59,0-9,90-100,20-29
513,F,67000,3,3,6,72,4,1,2,50-59,15-19,5-9,5-9,50-59,50-59,40-49,20-29
514,F,74000,3,3,6,66,16,2,2,70-79,0-4,5-9,0-4,50-59,50-59,50-59,20-29
515,M,84000,4,4,4,154,17,3,0,40-49,5-9,10-14,0-4,90-100,90-100,0-9,20-29
516,M,71000,3,4,4,91,15,0,3,40-49,5-9,0-4,10-14,90-100,70-79,20-29,20-29
517,M,48000,3,5,5,100,11,3,1,60-69,5-9,5-9,0-4,90-100,60-69,30-39,30-39
518,F,99000,4,5,5,199,24,2,1,60-69,5-9,5-9,5-9,90-100,80-89,10-19,30-39
519,F,63000,3,4,4,193,17,1,2,50-59,10-14,0-4,5-9,90-100,70-79,30-39,30-39
520,F,60000,0,4,4,17,2,0,2,20-29,5-9,0-4,5-9,90-100,0-9,30-39,30-39
521,F,31000,4,6,6,276,34,1,4,40-49,5-9,0-4,10-14,90-100,60-69,30-39,30-39
